DateTime,Symbol,SoldPrice,LTP,VWAP,SLPrice
2025-09-12 09:06:20.660899+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:06:20.660899+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:06:20.660899+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:06:26.275859+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:06:26.275859+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:06:26.275859+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:06:31.390488+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:06:31.390488+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:06:31.390488+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:06:37.304677+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:06:37.304677+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:06:37.304677+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:06:41.389231+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:06:41.389231+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:06:41.389231+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:06:47.289831+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:06:47.289831+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:06:47.289831+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:06:57.290402+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:06:57.290402+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:06:57.290402+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:01.390595+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:01.390595+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:01.390595+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:07.290945+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:07.290945+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:07.290945+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:11.391292+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:11.391292+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:11.391292+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:17.291798+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:17.291798+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:17.291798+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:27.292470+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:27.292470+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:27.292470+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:31.392717+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:31.392717+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:31.392717+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:37.280004+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:37.280004+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:37.280004+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:41.393396+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:41.393396+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:41.393396+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:47.276232+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:47.276232+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:47.276232+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:07:57.370909+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:07:57.370909+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:07:57.370909+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:01.387024+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:01.387024+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:01.387024+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:07.377571+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:07.377571+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:07.377571+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:11.395494+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:11.395494+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:11.395494+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:17.578479+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:17.578479+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:17.578479+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:27.278956+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:27.278956+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:27.278956+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:31.379243+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:31.379243+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:31.379243+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:37.297305+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:37.297305+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:37.297305+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:41.390415+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:41.390415+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:41.390415+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:47.285784+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:47.285784+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:47.285784+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:08:57.463311+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:08:57.463311+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:08:57.463311+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:09:07.281762+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:09:07.281762+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:09:07.281762+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:09:11.382114+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:09:11.382114+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:09:11.382114+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:09:17.282463+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:09:17.282463+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:09:17.282463+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:09:27.334123+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:09:27.334123+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:09:27.334123+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:09:31.384320+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:09:31.384320+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:09:31.384320+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:09:37.300456+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:09:37.300456+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:09:37.300456+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:09:41.384106+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:09:41.384106+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:09:41.384106+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:09:47.435519+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:09:47.435519+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:09:47.435519+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:09:57.336098+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:09:57.336098+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:09:57.336098+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:10:01.385514+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
2025-09-12 09:10:01.385514+05:30,NIFTY30SEP25P24650,85.1,68.4,81.44,102.12
2025-09-12 09:10:01.385514+05:30,NIFTY30SEP25P25100,227.05,202.6,227.41,272.46
2025-09-12 09:10:07.285935+05:30,NIFTY30SEP25C24650,343.85,526.15,498.35,412.62
