timestamp,status,comments,spot_price,entry_spot_price,total_premium,premium_target,lower_range,higher_range,max_premium,expiry_date,entry_date,ce_sell_symbol,ce_sell_token,ce_sell_entry,ce_sell_current,ce_sell_qty,ce_sell_strike,ce_sell_option_type,pe_sell_symbol,pe_sell_token,pe_sell_entry,pe_sell_current,pe_sell_qty,pe_sell_strike,pe_sell_option_type,ce_buy_symbol,ce_buy_token,ce_buy_entry,ce_buy_current,ce_buy_qty,ce_buy_strike,ce_buy_option_type,pe_buy_symbol,pe_buy_token,pe_buy_entry,pe_buy_current,pe_buy_qty,pe_buy_strike,pe_buy_option_type
2025-09-19 09:16:36,ACTIVE,Recovered from state file,25393.4,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,854.85,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,170.2,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,6.05,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,4.05,75,23850,PE
2025-09-19 09:30:26,ACTIVE,Regular monitoring update,25364.25,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,774.95,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,185.65,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,5.5,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.95,75,23850,PE
2025-09-19 09:30:56,ACTIVE,Regular monitoring update,25359.0,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,774.95,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,187.6,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,5.55,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.95,75,23850,PE
2025-09-19 09:31:25,ACTIVE,Regular monitoring update,25353.75,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,774.95,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,190.75,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,5.55,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,4.05,75,23850,PE
2025-09-19 09:31:56,ACTIVE,Regular monitoring update,25354.3,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,774.95,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,191.4,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,5.5,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,4.05,75,23850,PE
2025-09-19 09:32:26,ACTIVE,Regular monitoring update,25353.4,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,774.95,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,192.5,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,5.45,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,4.05,75,23850,PE
2025-09-19 09:32:56,ACTIVE,Regular monitoring update,25352.0,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,774.95,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,193.6,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,5.45,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,4.05,75,23850,PE
2025-09-19 09:33:26,ACTIVE,Regular monitoring update,25350.65,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,774.95,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,194.2,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,5.5,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,4.1,75,23850,PE
2025-09-19 09:33:56,ACTIVE,Regular monitoring update,25350.8,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,774.95,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,198.75,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,5.6,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,4.1,75,23850,PE
2025-09-19 09:34:26,ACTIVE,Regular monitoring update,25335.3,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-19,NIFTY30SEP25C24650,60455,343.85,774.95,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,206.0,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,5.65,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,4.1,75,23850,PE
