DateTime,Symbol,SoldPrice,LTP,VWAP,SLPrice
2025-09-10 09:12:26.524599+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:12:26.524599+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:12:31.007935+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:12:31.007935+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:05.506445+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:05.506445+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:11.729795+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:11.729795+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:15.522978+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:15.522978+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:21.728781+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:21.728781+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:25.519068+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:25.519068+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:31.494813+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:31.494813+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:35.529545+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:35.529545+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:41.555160+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:41.555160+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:45.536761+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:45.536761+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:51.454195+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:51.454195+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:13:55.550939+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:13:55.550939+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:01.949874+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:01.949874+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:05.562499+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:05.562499+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:11.473307+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:11.473307+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:15.565959+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:15.565959+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:21.916445+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:21.916445+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:25.571980+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:25.571980+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:31.613949+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:31.613949+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:35.570825+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:35.570825+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:41.476360+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:41.476360+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:45.592960+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:45.592960+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:51.493039+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:51.493039+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:14:55.606587+05:30,NIFTY30SEP25C24650,343.85,421.35,425.37,412.62
2025-09-10 09:14:55.606587+05:30,NIFTY30SEP25P24650,239.05,118.85,123.44,286.86
2025-09-10 09:15:01.577843+05:30,NIFTY30SEP25C24650,343.85,428.6,425.37,412.62
2025-09-10 09:15:01.577843+05:30,NIFTY30SEP25P24650,239.05,115.0,123.44,286.86
2025-09-10 09:15:05.615522+05:30,NIFTY30SEP25C24650,343.85,428.6,425.37,412.62
2025-09-10 09:15:05.615522+05:30,NIFTY30SEP25P24650,239.05,115.0,123.44,286.86
2025-09-10 09:15:11.711553+05:30,NIFTY30SEP25C24650,343.85,428.6,425.37,412.62
2025-09-10 09:15:11.711553+05:30,NIFTY30SEP25P24650,239.05,115.0,123.44,286.86
2025-09-10 09:15:15.640848+05:30,NIFTY30SEP25C24650,343.85,428.6,425.37,412.62
2025-09-10 09:15:15.640848+05:30,NIFTY30SEP25P24650,239.05,96.55,123.44,286.86
2025-09-10 09:15:21.746120+05:30,NIFTY30SEP25C24650,343.85,428.6,425.37,412.62
2025-09-10 09:15:21.746120+05:30,NIFTY30SEP25P24650,239.05,96.2,123.44,286.86
