DateTime,Symbol,SoldPrice,LTP,VWAP,SLPrice
2025-09-15 10:30:55.463670+05:30,NIFTY30SEP25C24650,343.85,561.2,587.64,412.62
2025-09-15 10:30:55.463670+05:30,NIFTY30SEP25P24650,85.1,47.45,45.02,102.12
2025-09-15 10:30:55.463670+05:30,NIFTY30SEP25P25100,227.05,159.1,152.0,272.46
2025-09-15 10:30:55.463670+05:30,NIFTY16SEP25C25100,56.15,60.0,73.21,67.38
2025-09-15 10:30:59.809478+05:30,NIFTY30SEP25C24650,343.85,561.2,587.64,412.62
2025-09-15 10:30:59.809478+05:30,NIFTY30SEP25P24650,85.1,47.45,45.02,102.12
2025-09-15 10:30:59.809478+05:30,NIFTY30SEP25P25100,227.05,158.35,152.0,272.46
2025-09-15 10:30:59.809478+05:30,NIFTY16SEP25C25100,56.15,60.05,73.21,67.38
2025-09-15 10:31:05.434185+05:30,NIFTY30SEP25C24650,343.85,561.2,587.64,412.62
2025-09-15 10:31:05.434185+05:30,NIFTY30SEP25P24650,85.1,47.35,45.02,102.12
2025-09-15 10:31:05.434185+05:30,NIFTY30SEP25P25100,227.05,158.1,152.0,272.46
2025-09-15 10:31:05.434185+05:30,NIFTY16SEP25C25100,56.15,61.2,73.21,67.38
2025-09-15 10:31:09.824074+05:30,NIFTY30SEP25C24650,343.85,561.2,587.64,412.62
2025-09-15 10:31:09.824074+05:30,NIFTY30SEP25P24650,85.1,46.9,45.02,102.12
2025-09-15 10:31:09.824074+05:30,NIFTY30SEP25P25100,227.05,157.6,152.0,272.46
2025-09-15 10:31:09.824074+05:30,NIFTY16SEP25C25100,56.15,61.5,73.21,67.38
2025-09-15 10:31:15.442796+05:30,NIFTY30SEP25C24650,343.85,561.2,587.64,412.62
2025-09-15 10:31:15.442796+05:30,NIFTY30SEP25P24650,85.1,46.9,45.02,102.12
2025-09-15 10:31:15.442796+05:30,NIFTY30SEP25P25100,227.05,156.85,152.0,272.46
