symbol,token,strategy,spot_price,assigned_date,status
NIFTY14OCT25C25200,42687,IBBM Intraday,25051.95,2025-10-06 13:24:15,Active
NIFTY14OCT25P24000,42612,IBBM Intraday,25137.6,2025-10-07 09:40:40,Active
NIFTY14OCT25C25800,42721,IBBM Intraday,25141.35,2025-10-07 09:41:11,Active
NIFTY14OCT25P25200,42690,IBBM Intraday,25184.3,2025-10-07 10:00:42,Active
NIFTY14OCT25C25300,42693,IBBM Intraday,25100.9,2025-10-07 15:16:02,Active
