symbol,token,strategy,spot_price,assigned_date,status,net_qty,save_time
NIFTY14OCT25P25150,42686,IBBM Intraday,25034,2025-10-08 13:24:36,Active,-75,2025-10-08 15:34:11
NIFTY14OCT25C24950,42671,IBBM Intraday,25000.15,2025-10-08 15:34:07,Active,-75,2025-10-08 15:34:11
NIFTY14OCT25C25100,42679,IBBM Intraday,0.0,2025-10-08 13:02:05,Inactive,0,2025-10-08 15:34:11
NIFTY14OCT25P25000,42676,IBBM Intraday,0.0,2025-10-08 13:02:05,Inactive,0,2025-10-08 15:34:11
NIFTY14OCT25C25250,42691,IBBM Intraday,25120.2,2025-10-08 13:57:06,Inactive,0,2025-10-08 15:34:11
NIFTY14OCT25C25000,42673,IBBM Intraday,25046.15,2025-10-08 15:34:11,Inactive,0,2025-10-08 15:34:11
