symbol,token,strategy,spot_price,assigned_date,status
NIFTY14OCT25C25200,42687,IBBM Intraday,25051.95,2025-10-06 13:24:15,Active
NIFTY14OCT25P25100,42684,IBBM Intraday,25065.0,2025-10-06 13:57:41,Active
