DateTime,SpotPrice,LowerRange,HigherRange,CEAdjustment,PEAdjustment,AdjustmentValue,CEDifference,PEDifference,Source
2025-09-18 03:10:28.478639+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 03:12:19.241874+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 03:26:04.033486+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 03:32:29.938101+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 03:38:26.714957+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 03:44:38.483621+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 03:47:11.616477+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 03:51:37.675235+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 09:16:37.422183+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 09:22:41.822538+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 09:33:18.976187+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 16:53:42.688128+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 17:08:28.694056+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 17:13:40.554167+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 18:00:51.411808+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 19:34:55.322861+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 20:14:10.833047+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 21:24:25.872932+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 21:51:53.003822+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 22:04:39.586932+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 22:10:56.710681+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-18 22:44:30.676018+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
