symbol,token,strategy,spot_price,assigned_date,status
NIFTY07OCT25C24850,38371,IBBM Intraday,24649.9,2025-09-30 09:47:52,Active
NIFTY07OCT25P24550,38352,IBBM Intraday,24667.95,2025-09-30 09:50:18,Active
