timestamp,status,comments,spot_price,entry_spot_price,total_premium,premium_target,lower_range,higher_range,max_premium,expiry_date,entry_date,ce_sell_symbol,ce_sell_token,ce_sell_entry,ce_sell_current,ce_sell_qty,ce_sell_strike,ce_sell_option_type,pe_sell_symbol,pe_sell_token,pe_sell_entry,pe_sell_current,pe_sell_qty,pe_sell_strike,pe_sell_option_type,ce_buy_symbol,ce_buy_token,ce_buy_entry,ce_buy_current,ce_buy_qty,ce_buy_strike,ce_buy_option_type,pe_buy_symbol,pe_buy_token,pe_buy_entry,pe_buy_current,pe_buy_qty,pe_buy_strike,pe_buy_option_type
2025-09-22 09:16:26,ACTIVE,Recovered from state file,25238.75,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,242.2,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.6,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.85,75,23850,PE
2025-09-22 09:30:14,ACTIVE,Regular monitoring update,25284.7,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,224.1,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.45,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.5,75,23850,PE
2025-09-22 09:30:44,ACTIVE,Regular monitoring update,25289.1,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,220.4,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.55,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.45,75,23850,PE
2025-09-22 09:31:14,ACTIVE,Regular monitoring update,25287.85,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,220.55,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.55,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.45,75,23850,PE
2025-09-22 09:31:44,ACTIVE,Regular monitoring update,25298.55,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,212.4,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.8,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.45,75,23850,PE
2025-09-22 09:32:14,ACTIVE,Regular monitoring update,25296.75,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,213.25,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.7,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.45,75,23850,PE
2025-09-22 09:32:44,ACTIVE,Regular monitoring update,25296.85,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,213.0,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.8,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.45,75,23850,PE
2025-09-22 09:33:14,ACTIVE,Regular monitoring update,25299.9,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,213.6,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.65,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.45,75,23850,PE
2025-09-22 09:33:44,ACTIVE,Regular monitoring update,25296.4,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,214.3,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.65,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.4,75,23850,PE
2025-09-22 09:34:13,ACTIVE,Regular monitoring update,25298.55,25331.0,46773.75,23386.88,25191.0,25675.0,343.85,2025-09-30,2025-09-22,NIFTY30SEP25C24650,60455,343.85,780.05,-75,24650,CE,NIFTY30SEP25P25500,60500,139.9,212.05,-150,25500,PE,NIFTY30SEP25C26200,60566,7.15,3.75,75,26200,CE,NIFTY30SEP25P23850,60358,18.4,3.3,75,23850,PE
