timestamp,status,comments,nifty_price,nifty_ma12,trend,ce_symbol,ce_entry_price,ce_ltp,ce_sl_price,ce_trailing_step,pe_symbol,pe_entry_price,pe_ltp,pe_sl_price,pe_trailing_step
2025-10-03 01:56:51,WAITING,Fresh start - no recovery data,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 01:57:06,RECOVERED,Successfully recovered state: WAITING,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 01:57:21,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 01:58:07,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 01:58:22,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 09:04:42,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 09:14:38,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 09:14:53,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 09:48:06,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 09:48:21,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 12:13:44,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 12:13:59,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 12:37:22,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
2025-10-03 12:37:37,RECOVERED,Successfully recovered state: RECOVERED,0.0,0.0,unknown,,0.0,0.0,0.0,0,,0.0,0.0,0.0,0
