timestamp,status,comments,ce_symbol,ce_entry_price,ce_ltp,ce_sl_price,pe_symbol,pe_entry_price,pe_ltp,pe_sl_price,ce_hedge_symbol,ce_hedge_entry,pe_hedge_symbol,pe_hedge_entry
2025-09-25 12:46:30,VIRTUAL_HEDGES,Hedge CE & PE placed,,0.0,0.0,0.0,,0.0,0.0,0.0,NIFTY30SEP25C25650,5.3,NIFTY30SEP25P24650,14.5
2025-09-25 12:47:41,ACTIVE,Main CE & PE SELL orders placed,NIFTY30SEP25C25050,81.8,81.8,83.45,NIFTY30SEP25P25000,91.85,91.85,93.7,NIFTY30SEP25C25650,5.3,NIFTY30SEP25P24650,14.5
2025-09-25 12:47:41,ACTIVE,Main CE & PE entered after hedge,NIFTY30SEP25C25050,81.8,81.8,83.45,NIFTY30SEP25P25000,91.85,91.85,93.7,NIFTY30SEP25C25650,5.3,NIFTY30SEP25P24650,14.5
2025-09-25 12:47:41,ACTIVE,PE manually exited (broker),NIFTY30SEP25C25050,81.8,81.8,83.45,,0.0,0.0,0.0,NIFTY30SEP25C25650,5.3,NIFTY30SEP25P24650,14.5
2025-09-25 12:52:37,ACTIVE,CE SL Hit at 83.45,,0.0,0.0,0.0,,0.0,0.0,0.0,NIFTY30SEP25C25650,5.3,NIFTY30SEP25P24650,14.5
