timestamp,status,comments,nifty_price,nifty_ma12,trend,ce_symbol,ce_entry_price,ce_ltp,ce_sl_price,ce_trailing_step,pe_symbol,pe_entry_price,pe_ltp,pe_sl_price,pe_trailing_step
2025-09-24 09:46:00,VIRTUAL_ACTIVE,Virtual positions opened,25055.400390625,25154.533203125,down,NIFTY30SEP25C25150,93.9,93.9,112.7,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
2025-09-24 09:46:00,VIRTUAL_ACTIVE,First monitoring check,25053.75,25154.395670572918,down,NIFTY30SEP25C25150,93.9,93.9,112.7,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
2025-09-24 12:10:23,VIRTUAL_ACTIVE,Recovered from state file,25053.75,25154.39567057292,down,NIFTY30SEP25C25150,93.9,93.9,112.7,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
2025-09-24 12:32:34,VIRTUAL_ACTIVE,Recovered from state file,25053.75,25154.39567057292,down,NIFTY30SEP25C25150,93.9,93.9,112.7,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
2025-09-24 12:35:27,VIRTUAL_ACTIVE,Recovered from state file,25053.75,25154.39567057292,down,NIFTY30SEP25C25150,93.9,93.9,112.7,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
2025-09-24 13:00:30,ACTIVE,Real PE position entered,25053.75,25154.39567057292,down,NIFTY30SEP25C25150,93.9,113.0,112.7,0,NIFTY30SEP25P25050,89.8,64.2,107.8,0,Active
2025-09-24 13:00:45,ACTIVE,CE SL Hit at 118.85,25053.75,25154.39567057292,down,,0.0,0.0,0.0,0,NIFTY30SEP25P25050,89.8,64.2,107.8,0,Stopped
2025-09-24 13:15:11,ACTIVE,First monitoring check,25132.900390625,25127.454264322918,up,,0.0,0.0,0.0,0,NIFTY30SEP25P25050,89.8,57.25,107.8,0
2025-09-24 16:07:08,ACTIVE,Recovered from state file,25132.900390625,25127.45426432292,up,,0.0,0.0,0.0,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
2025-09-24 20:47:59,ACTIVE,Recovered from state file,25132.900390625,25127.45426432292,up,,0.0,0.0,0.0,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
2025-09-24 20:53:52,ACTIVE,Recovered from state file,25132.900390625,25127.45426432292,up,,0.0,0.0,0.0,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
2025-09-24 23:45:31,ACTIVE,Recovered from state file,25132.900390625,25127.45426432292,up,,0.0,0.0,0.0,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
2025-09-24 23:58:09,ACTIVE,Recovered from state file,25132.900390625,25127.45426432292,up,,0.0,0.0,0.0,0,NIFTY30SEP25P25050,89.8,89.8,107.8,0
