DateTime,Symbol,SoldPrice,LTP,VWAP,SLPrice
2025-09-22 09:16:13.544303+05:30,NIFTY30SEP25C24650,343.85,780.05,,412.65
2025-09-22 09:16:13.544303+05:30,NIFTY30SEP25P25500,139.9,242.75,,167.9
2025-09-22 09:16:17.130291+05:30,NIFTY30SEP25C24650,343.85,780.05,,412.65
2025-09-22 09:16:17.130291+05:30,NIFTY30SEP25P25500,139.9,241.3,,167.9
2025-09-22 09:16:33.082552+05:30,NIFTY30SEP25C24650,343.85,780.05,,412.65
2025-09-22 09:16:33.082552+05:30,NIFTY30SEP25P25500,139.9,241.85,,167.9
2025-09-22 09:16:37.150605+05:30,NIFTY30SEP25C24650,343.85,780.05,,412.65
2025-09-22 09:16:37.150605+05:30,NIFTY30SEP25P25500,139.9,243.4,,167.9
2025-09-22 09:16:43.314587+05:30,NIFTY30SEP25C24650,343.85,780.05,,412.65
2025-09-22 09:16:43.314587+05:30,NIFTY30SEP25P25500,139.9,244.95,,167.9
2025-09-22 09:16:47.166236+05:30,NIFTY30SEP25C24650,343.85,780.05,,412.65
2025-09-22 09:16:47.166236+05:30,NIFTY30SEP25P25500,139.9,245.95,,167.9
2025-09-22 09:16:53.150484+05:30,NIFTY30SEP25C24650,343.85,780.05,,412.65
2025-09-22 09:16:53.150484+05:30,NIFTY30SEP25P25500,139.9,249.15,,167.9
2025-09-22 09:16:57.184123+05:30,NIFTY30SEP25C24650,343.85,780.05,,412.65
2025-09-22 09:16:57.184123+05:30,NIFTY30SEP25P25500,139.9,249.55,,167.9
2025-09-22 09:17:03.219966+05:30,NIFTY30SEP25C24650,343.85,780.05,0.0,412.65
2025-09-22 09:17:03.219966+05:30,NIFTY30SEP25P25500,139.9,251.45,238.39,167.9
2025-09-22 09:17:07.203842+05:30,NIFTY30SEP25C24650,343.85,780.05,0.0,412.65
2025-09-22 09:17:07.203842+05:30,NIFTY30SEP25P25500,139.9,251.35,238.39,167.9
2025-09-22 09:17:13.068232+05:30,NIFTY30SEP25C24650,343.85,780.05,0.0,412.65
2025-09-22 09:17:13.068232+05:30,NIFTY30SEP25P25500,139.9,253.9,238.39,167.9
2025-09-22 09:17:17.211220+05:30,NIFTY30SEP25C24650,343.85,780.05,0.0,412.65
2025-09-22 09:17:17.211220+05:30,NIFTY30SEP25P25500,139.9,254.9,238.39,167.9
2025-09-22 09:17:23.248308+05:30,NIFTY30SEP25C24650,343.85,780.05,0.0,412.65
2025-09-22 09:17:23.248308+05:30,NIFTY30SEP25P25500,139.9,254.7,238.39,167.9
2025-09-22 09:17:27.215131+05:30,NIFTY30SEP25C24650,343.85,780.05,0.0,412.65
2025-09-22 09:17:27.215131+05:30,NIFTY30SEP25P25500,139.9,253.7,238.39,167.9
2025-09-22 09:17:33.072062+05:30,NIFTY30SEP25C24650,343.85,780.05,0.0,412.65
