DateTime,SpotPrice,LowerRange,HigherRange,CEAdjustment,PEAdjustment,AdjustmentValue,CEDifference,PEDifference,Source
2025-09-22 09:16:15.727512+05:30,25069.0,24620.0,25611.0,24888.333333333332,25249.666666666668,180.66666666666666,268.3333333333321,361.3333333333321,Manual Entry
2025-09-22 09:24:06.471441+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 10:06:17.723740+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 10:15:40.075717+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 10:17:06.214986+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 10:18:46.339012+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 15:46:38.846345+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 15:47:35.103743+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 17:26:24.449994+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 17:34:20.968878+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 17:55:40.702542+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 18:00:34.313716+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 18:27:41.650275+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 18:40:20.523117+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 18:47:16.430512+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
2025-09-22 18:49:15.223721+05:30,25508.0,25156.0,25844.0,25396.0,25620.0,112.0,240.0,224.0,Manual Entry
