Timestamp (IST),Category,Message
2025-09-11 00:18:26 IST,INFO,Application event loop ended normally
2025-09-11 09:06:05 IST,INFO,Application starting up at 2025-09-11 09:06:05 IST
2025-09-11 09:06:06 IST,INFO,UI loaded successfully at 2025-09-11 09:06:05 IST
2025-09-11 09:06:06 IST,DEBUG,Tables initialized in 0.02 seconds
2025-09-11 09:06:06 IST,DEBUG,UI initialization completed in 0.87 seconds
2025-09-11 09:06:06 IST,INFO,Initializing ClientManager
2025-09-11 09:06:06 IST,INFO,ClientManager initialized at 2025-09-11 09:06:06 IST
2025-09-11 09:06:06 IST,INFO,Initializing PositionManager
2025-09-11 09:06:06 IST,INFO,Initializing OptionLoader
2025-09-11 09:06:06 IST,DEBUG,Option table initialized in 0.00 seconds
2025-09-11 09:06:06 IST,INFO,OptionLoader initialized at 2025-09-11 09:06:06 IST
2025-09-11 09:06:06 IST,IBBM STRATEGY,Strategy initialized - Runs at 09:45 and monitors trend/SL till 14:45 IST
2025-09-11 09:06:06 IST,INFO,Initializing Monthly Straddle Strategy
2025-09-11 09:06:06 IST,INFO,Initializing Daily Intraday Straddle Strategy
2025-09-11 09:06:06 IST,INFO,Client loading initiated at 09:06:06 IST
2025-09-11 09:06:06 IST,INFO,Starting client loading process
2025-09-11 09:06:07 IST,INFO,AMIYA RANJAN ROUT logged in successfully at 09:06:06 IST
2025-09-11 09:06:07 IST,INFO,Successfully loaded 1/1 clients in 0.77 seconds
2025-09-11 09:06:08 IST,INFO,Margin retrieved for AMIYA RANJAN ROUT
2025-09-11 09:06:08 IST,INFO,Created new margin details file: 2025-09-11-day_available_margin_detl.csv
2025-09-11 09:06:09 IST,INFO,"Clients, positions and MTM loaded successfully"
2025-09-11 09:06:09 IST,INFO,Loading expiry dates...
2025-09-11 09:06:09 IST,INFO,Starting expiry dates loading process
2025-09-11 09:06:09 IST,INFO,Loaded 5 expiry dates in 0.37 seconds
2025-09-11 09:06:09 IST,INFO,Expiry dates loaded in 0.37 seconds
2025-09-11 09:06:09 IST,INFO,Client loading process completed in 3.39 seconds
2025-09-11 09:06:09 IST,INFO,Daily straddle strategy scheduled to run
2025-09-11 09:06:10 IST,INFO,Application UI shown successfully at 2025-09-11 09:06:10 IST
2025-09-11 09:06:10 IST,INFO,Application will auto-close at 2025-09-11 15:31:00 IST
